StoreCode,SalesDate,PosNo,SalesNo,Jancode,ProductName,UsageCode,UsageName,UnitPrice,Quantity,LineAmount
0001,2026-05-01,1,1,4903003000019,緑茶500ml,04,飲料,140,1,140
0001,2026-05-01,1,1,4901001000017,牛乳1L,01,食品,230,1,230
0001,2026-05-01,1,1,4902002000025,チョコレート,03,菓子,220,2,440
0001,2026-05-01,3,2,4901001000024,食パン,01,食品,160,2,320
0001,2026-05-01,3,2,4903003000019,緑茶500ml,04,飲料,140,1,140
0001,2026-05-01,3,2,4903003000026,コーラ500ml,04,飲料,160,1,160
0001,2026-05-01,2,3,4905005000028,ティッシュ5箱,02,日用品,380,1,380
0001,2026-05-01,3,4,4904004000010,ビール350ml,05,酒類,250,2,500
0001,2026-05-01,3,4,4902002000018,ポテトチップス,03,菓子,130,1,130
0001,2026-05-01,3,4,4901001000031,卵10個,01,食品,240,1,240
0001,2026-05-01,3,4,4905005000028,ティッシュ5箱,02,日用品,380,1,380
0001,2026-05-01,3,5,4901001000024,食パン,01,食品,160,2,320
0001,2026-05-01,3,5,4904004000010,ビール350ml,05,酒類,240,1,240
0001,2026-05-01,3,5,4902002000018,ポテトチップス,03,菓子,150,2,300
0001,2026-05-01,3,5,4905005000035,歯ブラシ,02,日用品,280,1,280
0001,2026-05-01,2,6,4902002000025,チョコレート,03,菓子,200,1,200
0001,2026-05-01,2,7,4905005000028,ティッシュ5箱,02,日用品,370,1,370
0001,2026-05-01,2,7,4904004000010,ビール350ml,05,酒類,240,1,240
0001,2026-05-01,2,7,4905005000035,歯ブラシ,02,日用品,280,1,280
0001,2026-05-01,2,7,4901001000031,卵10個,01,食品,260,3,780
0001,2026-05-01,3,8,4905005000011,洗剤,02,日用品,320,1,320
0001,2026-05-01,3,9,4905005000011,洗剤,02,日用品,340,2,680
0001,2026-05-01,3,9,4901001000017,牛乳1L,01,食品,240,1,240
0001,2026-05-01,3,9,4902002000018,ポテトチップス,03,菓子,140,1,140
0001,2026-05-01,3,9,4901001000031,卵10個,01,食品,240,1,240
0001,2026-05-01,2,10,4904004000010,ビール350ml,05,酒類,230,1,230
0001,2026-05-01,2,10,4901001000024,食パン,01,食品,150,1,150
0001,2026-05-01,2,10,4901001000017,牛乳1L,01,食品,230,2,460
0001,2026-05-01,2,10,4904004000027,缶チューハイ,05,酒類,180,1,180
0001,2026-05-01,2,11,4904004000010,ビール350ml,05,酒類,230,2,460
0001,2026-05-01,2,11,4905005000011,洗剤,02,日用品,320,3,960
0001,2026-05-01,2,11,4901001000024,食パン,01,食品,150,1,150
0001,2026-05-01,2,12,4902002000018,ポテトチップス,03,菓子,130,2,260
0001,2026-05-01,1,13,4901001000024,食パン,01,食品,150,1,150
0001,2026-05-01,1,13,4901001000031,卵10個,01,食品,250,1,250
0001,2026-05-01,1,13,4905005000035,歯ブラシ,02,日用品,280,1,280
0001,2026-05-01,3,14,4904004000027,缶チューハイ,05,酒類,180,2,360
0001,2026-05-01,3,14,4905005000011,洗剤,02,日用品,340,2,680
0001,2026-05-01,2,15,4902002000018,ポテトチップス,03,菓子,140,1,140
0001,2026-05-01,2,15,4903003000019,緑茶500ml,04,飲料,160,2,320
0001,2026-05-01,2,15,4903003000026,コーラ500ml,04,飲料,160,1,160
0001,2026-05-01,2,15,4904004000027,缶チューハイ,05,酒類,200,1,200
0001,2026-05-01,1,16,4901001000017,牛乳1L,01,食品,220,1,220
0001,2026-05-01,2,17,4905005000035,歯ブラシ,02,日用品,280,1,280
0001,2026-05-01,1,18,4905005000028,ティッシュ5箱,02,日用品,380,1,380
0001,2026-05-01,1,18,4902002000025,チョコレート,03,菓子,200,2,400
0001,2026-05-01,1,18,4905005000035,歯ブラシ,02,日用品,280,1,280
0001,2026-05-01,1,18,4904004000010,ビール350ml,05,酒類,230,1,230
